frame.len,frame.time,ip.src,ip.dst,ip.ttl,frame.protocols,tcp.srcport,tcp.dstport,tcp.flags,udp.srcport,udp.dstport,smb.cmd,smb.dialect
"87","Dec 17, 2025 19:00:08.143551000 EST","192.168.138.1","224.0.0.251","255","eth:ethertype:ip:udp:mdns",,,,"5353","5353",,
"329","Dec 17, 2025 19:00:08.143816000 EST","192.168.138.1","224.0.0.251","1","eth:ethertype:ip:udp:mdns",,,,"5353","5353",,
"107","Dec 17, 2025 19:00:08.146490000 EST",,,,"eth:ethertype:ipv6:udp:mdns",,,,"5353","5353",,
"349","Dec 17, 2025 19:00:08.146628000 EST",,,,"eth:ethertype:ipv6:udp:mdns",,,,"5353","5353",,
"167","Dec 17, 2025 19:00:10.755889000 EST","192.168.138.1","239.255.255.250","255","eth:ethertype:ip:udp:ssdp",,,,"54089","1900",,
"86","Dec 17, 2025 19:00:12.801449000 EST","192.168.138.1","192.168.138.255","128","eth:ethertype:ip:udp:data",,,,"57621","57621",,
"74","Dec 17, 2025 19:00:13.937253000 EST","192.168.138.181","192.168.138.187","64","eth:ethertype:ip:tcp","41349","445","0x0002",,,,
"60","Dec 17, 2025 19:00:13.937492000 EST",,,,"eth:ethertype:arp",,,,,,,
"42","Dec 17, 2025 19:00:13.937516000 EST",,,,"eth:ethertype:arp",,,,,,,
"74","Dec 17, 2025 19:00:13.937630000 EST","192.168.138.187","192.168.138.181","128","eth:ethertype:ip:tcp","445","41349","0x0012",,,,
"66","Dec 17, 2025 19:00:13.937648000 EST","192.168.138.181","192.168.138.187","64","eth:ethertype:ip:tcp","41349","445","0x0010",,,,
"154","Dec 17, 2025 19:00:13.943908000 EST","192.168.138.181","192.168.138.187","64","eth:ethertype:ip:tcp:nbss:smb","41349","445","0x0018",,,"0x72","LANMAN1.0"
"197","Dec 17, 2025 19:00:13.944233000 EST","192.168.138.187","192.168.138.181","128","eth:ethertype:ip:tcp:nbss:smb:gss-api:spnego","445","41349","0x0018",,,"0x72",
"66","Dec 17, 2025 19:00:13.944250000 EST","192.168.138.181","192.168.138.187","64","eth:ethertype:ip:tcp","41349","445","0x0010",,,,
"212","Dec 17, 2025 19:00:13.945904000 EST","192.168.138.181","192.168.138.187","64","eth:ethertype:ip:tcp:nbss:smb:gss-api:ntlmssp","41349","445","0x0018",,,"0x73",
"417","Dec 17, 2025 19:00:13.946124000 EST","192.168.138.187","192.168.138.181","128","eth:ethertype:ip:tcp:nbss:smb:gss-api:ntlmssp","445","41349","0x0018",,,"0x73",
"262","Dec 17, 2025 19:00:13.947466000 EST","192.168.138.181","192.168.138.187","64","eth:ethertype:ip:tcp:nbss:smb:gss-api:ntlmssp","41349","445","0x0018",,,"0x73",
