frame.len,frame.time,ip.src,ip.dst,ip.ttl,frame.protocols,tcp.srcport,tcp.dstport,tcp.flags,udp.srcport,udp.dstport,smb.cmd,smb.dialect
"62","Dec  5, 2025 09:11:55.004858000 EST","192.168.138.184","192.168.138.181","128","eth:ethertype:ip:tcp","49160","4444","0x0002",,,,
"54","Dec  5, 2025 09:11:55.004889000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp","4444","49160","0x0014",,,,
"212","Dec  5, 2025 09:11:55.988704000 EST","192.168.138.1","239.255.255.250","1","eth:ethertype:ip:udp:ssdp",,,,"62630","1900",,
"212","Dec  5, 2025 09:11:57.004553000 EST","192.168.138.1","239.255.255.250","1","eth:ethertype:ip:udp:ssdp",,,,"62630","1900",,
"212","Dec  5, 2025 09:11:58.016991000 EST","192.168.138.1","239.255.255.250","1","eth:ethertype:ip:udp:ssdp",,,,"62630","1900",,
"60","Dec  5, 2025 09:11:58.857560000 EST",,,,"eth:ethertype:arp",,,,,,,
"42","Dec  5, 2025 09:11:58.857571000 EST",,,,"eth:ethertype:arp",,,,,,,
"212","Dec  5, 2025 09:11:59.017331000 EST","192.168.138.1","239.255.255.250","1","eth:ethertype:ip:udp:ssdp",,,,"62630","1900",,
"74","Dec  5, 2025 09:11:59.672174000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp","46287","445","0x0002",,,,
"74","Dec  5, 2025 09:11:59.672539000 EST","192.168.138.184","192.168.138.181","128","eth:ethertype:ip:tcp","445","46287","0x0012",,,,
"66","Dec  5, 2025 09:11:59.672573000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp","46287","445","0x0010",,,,
"154","Dec  5, 2025 09:11:59.680108000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp:nbss:smb","46287","445","0x0018",,,"0x72","LANMAN1.0"
"197","Dec  5, 2025 09:11:59.680471000 EST","192.168.138.184","192.168.138.181","128","eth:ethertype:ip:tcp:nbss:smb:gss-api:spnego","445","46287","0x0018",,,"0x72",
"66","Dec  5, 2025 09:11:59.680531000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp","46287","445","0x0010",,,,
"212","Dec  5, 2025 09:11:59.682206000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp:nbss:smb:gss-api:ntlmssp","46287","445","0x0018",,,"0x73",
"417","Dec  5, 2025 09:11:59.682454000 EST","192.168.138.184","192.168.138.181","128","eth:ethertype:ip:tcp:nbss:smb:gss-api:ntlmssp","445","46287","0x0018",,,"0x73",
"262","Dec  5, 2025 09:11:59.683956000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp:nbss:smb:gss-api:ntlmssp","46287","445","0x0018",,,"0x73",
"179","Dec  5, 2025 09:11:59.684249000 EST","192.168.138.184","192.168.138.181","128","eth:ethertype:ip:tcp:nbss:smb","445","46287","0x0018",,,"0x73",
"143","Dec  5, 2025 09:11:59.685295000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp:nbss:smb","46287","445","0x0018",,,"0x75",
"116","Dec  5, 2025 09:11:59.685448000 EST","192.168.138.184","192.168.138.181","128","eth:ethertype:ip:tcp:nbss:smb","445","46287","0x0018",,,"0x75",
"144","Dec  5, 2025 09:11:59.686529000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp:nbss:smb","46287","445","0x0018",,,"0x25",
"105","Dec  5, 2025 09:11:59.686631000 EST","192.168.138.184","192.168.138.181","128","eth:ethertype:ip:tcp:nbss:smb","445","46287","0x0018",,,"0x25",
"74","Dec  5, 2025 09:11:59.687255000 EST","192.168.138.181","192.168.138.184","64","eth:ethertype:ip:tcp","40571","135","0x0002",,,,
"74","Dec  5, 2025 09:11:59.687370000 EST","192.168.138.184","192.168.138.181","128","eth:ethertype:ip:tcp","135","40571","0x0012",,,,
